origin_id_user,destination_id_user,created_at
5662611761154100570,4368730593008863021,2021-10-27 13:08:36.291835+00
5662611761154100570,6761333884793039736,2021-11-08 11:10:20.359694+00
5662611761154100570,4841079511222474743,2021-10-27 13:08:39.414945+00
5662611761154100570,1079005144748500555,2021-10-27 13:08:33.663717+00
5662611761154100570,4486660502548096947,2021-10-27 13:08:30.923931+00
5662611761154100570,6224883478991034519,2021-10-27 13:08:26.833189+00
5662611761154100570,8000140679400055801,2021-11-05 11:25:09.665354+00
5662611761154100570,6398220244217780567,2021-11-05 11:25:12.336977+00
5662611761154100570,5592449374212717617,2021-12-08 18:20:55.682043+00
4578752548300521406,4350668590575230341,2020-09-21 18:18:41.482+00
4578752548300521406,5662611761154100570,2020-09-21 18:18:33.365+00
4578752548300521406,5040781626071745985,2020-10-16 15:20:39.41+00
4578752548300521406,473165195765834390,2020-10-16 15:23:35.05+00
4578752548300521406,3146812136517096184,2020-10-29 17:05:26.626+00
4578752548300521406,5360388313199267805,2020-10-28 13:24:26.31+00
4578752548300521406,1254291982294166203,2020-10-28 13:24:19.266+00
4578752548300521406,5850678873060068966,2020-10-16 15:18:38.009+00
4578752548300521406,5799031067080426963,2021-02-25 17:16:12.225988+00
4578752548300521406,856324121343274398,2020-10-29 17:05:34.641+00
4578752548300521406,8580449438654262692,2020-10-16 15:20:17.43+00
4578752548300521406,497768463603075641,2021-11-15 10:08:01.98782+00
4578752548300521406,2557838176482127861,2020-10-16 15:20:33.003+00
4578752548300521406,7698811554040478099,2020-10-06 12:56:53.454+00
4578752548300521406,4756159521981319496,2020-10-16 15:16:41.45+00
4578752548300521406,5074678552556974009,2020-10-29 17:05:37.102+00
4578752548300521406,7986508409993628530,2021-10-04 09:50:35.85168+00
4578752548300521406,5569712653641682656,2020-10-16 15:20:14.625+00
